key,basename,image_path,mask_path,port_id,patch_id,timestamp
antwerpbrugges__P2__L1C__20171217T105439Z__eoCC10.452__CRNA__ND0.000__512px,antwerpbrugges__P2__L1C__20171217T105439Z__eoCC10.452__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/antwerpbrugges__P2__L1C__20171217T105439Z__eoCC10.452__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/antwerpbrugges__P2__L1C__20171217T105439Z__eoCC10.452__CRNA__ND0.000__512px_mask.png,antwerpbrugges,P2,20171217T105439Z
yingkou__P1__L1C__20171220T024109Z__eoCC1.475__CRNA__ND0.000__512px,yingkou__P1__L1C__20171220T024109Z__eoCC1.475__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/yingkou__P1__L1C__20171220T024109Z__eoCC1.475__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/yingkou__P1__L1C__20171220T024109Z__eoCC1.475__CRNA__ND0.000__512px_mask.png,yingkou,P1,20171220T024109Z
jebel_ali__P1__L1C__20171225T065259Z__eoCC27.633__CRNA__ND0.000__512px,jebel_ali__P1__L1C__20171225T065259Z__eoCC27.633__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/jebel_ali__P1__L1C__20171225T065259Z__eoCC27.633__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/jebel_ali__P1__L1C__20171225T065259Z__eoCC27.633__CRNA__ND0.000__512px_mask.png,jebel_ali,P1,20171225T065259Z
mundra__P1__L1C__20171227T055229Z__eoCC0.000__CRNA__ND0.000__512px,mundra__P1__L1C__20171227T055229Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/mundra__P1__L1C__20171227T055229Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/mundra__P1__L1C__20171227T055229Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,mundra,P1,20171227T055229Z
piraeus__P1__L1C__20171227T091359Z__eoCC4.205__CRNA__ND0.000__512px,piraeus__P1__L1C__20171227T091359Z__eoCC4.205__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/piraeus__P1__L1C__20171227T091359Z__eoCC4.205__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/piraeus__P1__L1C__20171227T091359Z__eoCC4.205__CRNA__ND0.000__512px_mask.png,piraeus,P1,20171227T091359Z
ho_chi_minh_city__P2__L1C__20171229T031119Z__eoCC90.247__CRNA__ND0.000__512px,ho_chi_minh_city__P2__L1C__20171229T031119Z__eoCC90.247__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/ho_chi_minh_city__P2__L1C__20171229T031119Z__eoCC90.247__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/ho_chi_minh_city__P2__L1C__20171229T031119Z__eoCC90.247__CRNA__ND0.000__512px_mask.png,ho_chi_minh_city,P2,20171229T031119Z
long_beach__P3__L1C__20171230T183751Z__eoCC11.691__CR0.967__ND0.000__512px,long_beach__P3__L1C__20171230T183751Z__eoCC11.691__CR0.967__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/long_beach__P3__L1C__20171230T183751Z__eoCC11.691__CR0.967__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/long_beach__P3__L1C__20171230T183751Z__eoCC11.691__CR0.967__ND0.000__512px_mask.png,long_beach,P3,20171230T183751Z
dongguan__P1__L1C__20171231T030121Z__eoCC0.000__CRNA__ND0.000__512px,dongguan__P1__L1C__20171231T030121Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/dongguan__P1__L1C__20171231T030121Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/dongguan__P1__L1C__20171231T030121Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,dongguan,P1,20171231T030121Z
piraeus__P1__L1C__20180101T091351Z__eoCC0.000__CRNA__ND0.000__512px,piraeus__P1__L1C__20180101T091351Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/piraeus__P1__L1C__20180101T091351Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/piraeus__P1__L1C__20180101T091351Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,piraeus,P1,20180101T091351Z
tanger_med__P2__L1C__20180102T111439Z__eoCC2.755__CRNA__ND0.000__512px,tanger_med__P2__L1C__20180102T111439Z__eoCC2.755__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/tanger_med__P2__L1C__20180102T111439Z__eoCC2.755__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/tanger_med__P2__L1C__20180102T111439Z__eoCC2.755__CRNA__ND0.000__512px_mask.png,tanger_med,P2,20180102T111439Z
abu_dhabi__P1__L1C__20180114T065229Z__eoCC0.113__CRNA__ND0.000__512px,abu_dhabi__P1__L1C__20180114T065229Z__eoCC0.113__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/abu_dhabi__P1__L1C__20180114T065229Z__eoCC0.113__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/abu_dhabi__P1__L1C__20180114T065229Z__eoCC0.113__CRNA__ND0.000__512px_mask.png,abu_dhabi,P1,20180114T065229Z
jebel_ali__P2__L1C__20180114T065229Z__eoCC0.147__CRNA__ND0.000__512px,jebel_ali__P2__L1C__20180114T065229Z__eoCC0.147__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/jebel_ali__P2__L1C__20180114T065229Z__eoCC0.147__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/jebel_ali__P2__L1C__20180114T065229Z__eoCC0.147__CRNA__ND0.000__512px_mask.png,jebel_ali,P2,20180114T065229Z
kaohsiung__P1__L1C__20180116T023029Z__eoCC7.233__CRNA__ND0.000__512px,kaohsiung__P1__L1C__20180116T023029Z__eoCC7.233__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/kaohsiung__P1__L1C__20180116T023029Z__eoCC7.233__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/kaohsiung__P1__L1C__20180116T023029Z__eoCC7.233__CRNA__ND0.000__512px_mask.png,kaohsiung,P1,20180116T023029Z
long_beach__P4__L1C__20180119T183701Z__eoCC76.409__CR0.908__ND0.000__512px,long_beach__P4__L1C__20180119T183701Z__eoCC76.409__CR0.908__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/long_beach__P4__L1C__20180119T183701Z__eoCC76.409__CR0.908__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/long_beach__P4__L1C__20180119T183701Z__eoCC76.409__CR0.908__ND0.000__512px_mask.png,long_beach,P4,20180119T183701Z
busan__P1__L1C__20180120T021009Z__eoCC0.972__CRNA__ND0.000__512px,busan__P1__L1C__20180120T021009Z__eoCC0.972__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/busan__P1__L1C__20180120T021009Z__eoCC0.972__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/busan__P1__L1C__20180120T021009Z__eoCC0.972__CRNA__ND0.000__512px_mask.png,busan,P1,20180120T021009Z
colombo__P1__L1C__20180131T050029Z__eoCC67.104__CRNA__ND0.000__512px,colombo__P1__L1C__20180131T050029Z__eoCC67.104__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/colombo__P1__L1C__20180131T050029Z__eoCC67.104__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/colombo__P1__L1C__20180131T050029Z__eoCC67.104__CRNA__ND0.000__512px_mask.png,colombo,P1,20180131T050029Z
piraeus__P1__L1C__20180131T091211Z__eoCC1.061__CRNA__ND0.000__512px,piraeus__P1__L1C__20180131T091211Z__eoCC1.061__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/piraeus__P1__L1C__20180131T091211Z__eoCC1.061__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/piraeus__P1__L1C__20180131T091211Z__eoCC1.061__CRNA__ND0.000__512px_mask.png,piraeus,P1,20180131T091211Z
new_york_new_jersey__P3__L1C__20180131T155501Z__eoCC37.690__CRNA__ND0.000__512px,new_york_new_jersey__P3__L1C__20180131T155501Z__eoCC37.690__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/new_york_new_jersey__P3__L1C__20180131T155501Z__eoCC37.690__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/new_york_new_jersey__P3__L1C__20180131T155501Z__eoCC37.690__CRNA__ND0.000__512px_mask.png,new_york_new_jersey,P3,20180131T155501Z
bremen__P2__L1C__20180209T103149Z__eoCC15.480__CRNA__ND0.000__512px,bremen__P2__L1C__20180209T103149Z__eoCC15.480__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/bremen__P2__L1C__20180209T103149Z__eoCC15.480__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/bremen__P2__L1C__20180209T103149Z__eoCC15.480__CRNA__ND0.000__512px_mask.png,bremen,P2,20180209T103149Z
hamborg__P2__L1C__20180209T103149Z__eoCC0.844__CRNA__ND0.000__512px,hamborg__P2__L1C__20180209T103149Z__eoCC0.844__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/hamborg__P2__L1C__20180209T103149Z__eoCC0.844__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/hamborg__P2__L1C__20180209T103149Z__eoCC0.844__CRNA__ND0.000__512px_mask.png,hamborg,P2,20180209T103149Z
jawaharal_nehru__P1__L1C__20180212T053939Z__eoCC1.364__CRNA__ND0.000__512px,jawaharal_nehru__P1__L1C__20180212T053939Z__eoCC1.364__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/jawaharal_nehru__P1__L1C__20180212T053939Z__eoCC1.364__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/jawaharal_nehru__P1__L1C__20180212T053939Z__eoCC1.364__CRNA__ND0.000__512px_mask.png,jawaharal_nehru,P1,20180212T053939Z
bremen__P1__L1C__20180214T103131Z__eoCC0.000__CRNA__ND0.000__512px,bremen__P1__L1C__20180214T103131Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/bremen__P1__L1C__20180214T103131Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/bremen__P1__L1C__20180214T103131Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,bremen,P1,20180214T103131Z
abu_dhabi__P1__L1C__20180216T065929Z__eoCC0.000__CRNA__ND0.000__512px,abu_dhabi__P1__L1C__20180216T065929Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/abu_dhabi__P1__L1C__20180216T065929Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/abu_dhabi__P1__L1C__20180216T065929Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,abu_dhabi,P1,20180216T065929Z
manila__P2__L1C__20180217T021741Z__eoCC9.893__CRNA__ND0.000__512px,manila__P2__L1C__20180217T021741Z__eoCC9.893__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/manila__P2__L1C__20180217T021741Z__eoCC9.893__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/manila__P2__L1C__20180217T021741Z__eoCC9.893__CRNA__ND0.000__512px_mask.png,manila,P2,20180217T021741Z
cai_mep__P1__L1C__20180222T030731Z__eoCC4.296__CRNA__ND0.000__512px,cai_mep__P1__L1C__20180222T030731Z__eoCC4.296__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/cai_mep__P1__L1C__20180222T030731Z__eoCC4.296__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/cai_mep__P1__L1C__20180222T030731Z__eoCC4.296__CRNA__ND0.000__512px_mask.png,cai_mep,P1,20180222T030731Z
hamborg__P1__L1C__20180224T103021Z__eoCC67.351__CRNA__ND0.000__512px,hamborg__P1__L1C__20180224T103021Z__eoCC67.351__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/hamborg__P1__L1C__20180224T103021Z__eoCC67.351__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/hamborg__P1__L1C__20180224T103021Z__eoCC67.351__CRNA__ND0.000__512px_mask.png,hamborg,P1,20180224T103021Z
algeciras__P1__L1C__20180226T111011Z__eoCC51.178__CRNA__ND0.000__512px,algeciras__P1__L1C__20180226T111011Z__eoCC51.178__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/algeciras__P1__L1C__20180226T111011Z__eoCC51.178__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/algeciras__P1__L1C__20180226T111011Z__eoCC51.178__CRNA__ND0.000__512px_mask.png,algeciras,P1,20180226T111011Z
antwerpbrugges__P1__L1C__20180228T110029Z__eoCC48.759__CRNA__ND0.000__512px,antwerpbrugges__P1__L1C__20180228T110029Z__eoCC48.759__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/antwerpbrugges__P1__L1C__20180228T110029Z__eoCC48.759__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/antwerpbrugges__P1__L1C__20180228T110029Z__eoCC48.759__CRNA__ND0.000__512px_mask.png,antwerpbrugges,P1,20180228T110029Z
bremen__P1__L1C__20180301T103019Z__eoCC7.829__CRNA__ND0.000__512px,bremen__P1__L1C__20180301T103019Z__eoCC7.829__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/bremen__P1__L1C__20180301T103019Z__eoCC7.829__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/bremen__P1__L1C__20180301T103019Z__eoCC7.829__CRNA__ND0.000__512px_mask.png,bremen,P1,20180301T103019Z
mundra__P2__L1C__20180302T054741Z__eoCC0.000__CRNA__ND0.000__512px,mundra__P2__L1C__20180302T054741Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/mundra__P2__L1C__20180302T054741Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/mundra__P2__L1C__20180302T054741Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,mundra,P2,20180302T054741Z
yantai__P1__L1C__20180305T023601Z__eoCC5.178__CRNA__ND0.000__512px,yantai__P1__L1C__20180305T023601Z__eoCC5.178__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/yantai__P1__L1C__20180305T023601Z__eoCC5.178__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/yantai__P1__L1C__20180305T023601Z__eoCC5.178__CRNA__ND0.000__512px_mask.png,yantai,P1,20180305T023601Z
bremen__P3__L1C__20180306T103021Z__eoCC93.999__CRNA__ND0.000__512px,bremen__P3__L1C__20180306T103021Z__eoCC93.999__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/bremen__P3__L1C__20180306T103021Z__eoCC93.999__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/bremen__P3__L1C__20180306T103021Z__eoCC93.999__CRNA__ND0.000__512px_mask.png,bremen,P3,20180306T103021Z
abu_dhabi__P1__L1C__20180308T065719Z__eoCC0.000__CRNA__ND0.000__512px,abu_dhabi__P1__L1C__20180308T065719Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/abu_dhabi__P1__L1C__20180308T065719Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/abu_dhabi__P1__L1C__20180308T065719Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,abu_dhabi,P1,20180308T065719Z
da_lian__P2__L1C__20180310T023539Z__eoCC0.009__CRNA__ND0.000__512px,da_lian__P2__L1C__20180310T023539Z__eoCC0.009__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/da_lian__P2__L1C__20180310T023539Z__eoCC0.009__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/da_lian__P2__L1C__20180310T023539Z__eoCC0.009__CRNA__ND0.000__512px_mask.png,da_lian,P2,20180310T023539Z
xiamen__P3__L1C__20180310T023539Z__eoCC0.784__CRNA__ND0.000__512px,xiamen__P3__L1C__20180310T023539Z__eoCC0.784__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/xiamen__P3__L1C__20180310T023539Z__eoCC0.784__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/xiamen__P3__L1C__20180310T023539Z__eoCC0.784__CRNA__ND0.000__512px_mask.png,xiamen,P3,20180310T023539Z
hong_kong__P1__L1C__20180311T025541Z__eoCC0.096__CRNA__ND0.000__512px,hong_kong__P1__L1C__20180311T025541Z__eoCC0.096__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/hong_kong__P1__L1C__20180311T025541Z__eoCC0.096__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/hong_kong__P1__L1C__20180311T025541Z__eoCC0.096__CRNA__ND0.000__512px_mask.png,hong_kong,P1,20180311T025541Z
yantai__P1__L1C__20180313T024539Z__eoCC0.000__CRNA__ND0.000__512px,yantai__P1__L1C__20180313T024539Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/yantai__P1__L1C__20180313T024539Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/yantai__P1__L1C__20180313T024539Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,yantai,P1,20180313T024539Z
hong_kong__P2__L1C__20180316T025539Z__eoCC0.737__CRNA__ND0.000__512px,hong_kong__P2__L1C__20180316T025539Z__eoCC0.737__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/hong_kong__P2__L1C__20180316T025539Z__eoCC0.737__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/hong_kong__P2__L1C__20180316T025539Z__eoCC0.737__CRNA__ND0.000__512px_mask.png,hong_kong,P2,20180316T025539Z
new_york_new_jersey__P3__L1C__20180319T153941Z__eoCC16.302__CRNA__ND0.000__512px,new_york_new_jersey__P3__L1C__20180319T153941Z__eoCC16.302__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/new_york_new_jersey__P3__L1C__20180319T153941Z__eoCC16.302__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/new_york_new_jersey__P3__L1C__20180319T153941Z__eoCC16.302__CRNA__ND0.000__512px_mask.png,new_york_new_jersey,P3,20180319T153941Z
ho_chi_minh_city__P1__L1C__20180329T030539Z__eoCC17.605__CRNA__ND0.000__512px,ho_chi_minh_city__P1__L1C__20180329T030539Z__eoCC17.605__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/ho_chi_minh_city__P1__L1C__20180329T030539Z__eoCC17.605__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/ho_chi_minh_city__P1__L1C__20180329T030539Z__eoCC17.605__CRNA__ND0.000__512px_mask.png,ho_chi_minh_city,P1,20180329T030539Z
jawaharal_nehru__P1__L1C__20180408T053641Z__eoCC0.000__CRNA__ND0.000__512px,jawaharal_nehru__P1__L1C__20180408T053641Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/jawaharal_nehru__P1__L1C__20180408T053641Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/jawaharal_nehru__P1__L1C__20180408T053641Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,jawaharal_nehru,P1,20180408T053641Z
qing_dao__P6__L1C__20180409T023549Z__eoCC11.903__CRNA__ND0.000__512px,qing_dao__P6__L1C__20180409T023549Z__eoCC11.903__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/qing_dao__P6__L1C__20180409T023549Z__eoCC11.903__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/qing_dao__P6__L1C__20180409T023549Z__eoCC11.903__CRNA__ND0.000__512px_mask.png,qing_dao,P6,20180409T023549Z
abu_dhabi__P1__L1C__20180412T065621Z__eoCC43.984__CRNA__ND0.000__512px,abu_dhabi__P1__L1C__20180412T065621Z__eoCC43.984__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/abu_dhabi__P1__L1C__20180412T065621Z__eoCC43.984__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/abu_dhabi__P1__L1C__20180412T065621Z__eoCC43.984__CRNA__ND0.000__512px_mask.png,abu_dhabi,P1,20180412T065621Z
abu_dhabi__P1__L1C__20180414T064619Z__eoCC84.719__CRNA__ND0.000__512px,abu_dhabi__P1__L1C__20180414T064619Z__eoCC84.719__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/abu_dhabi__P1__L1C__20180414T064619Z__eoCC84.719__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/abu_dhabi__P1__L1C__20180414T064619Z__eoCC84.719__CRNA__ND0.000__512px_mask.png,abu_dhabi,P1,20180414T064619Z
long_beach__P4__L1C__20180414T182919Z__eoCC0.036__CR0.974__ND0.000__512px,long_beach__P4__L1C__20180414T182919Z__eoCC0.036__CR0.974__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/long_beach__P4__L1C__20180414T182919Z__eoCC0.036__CR0.974__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/long_beach__P4__L1C__20180414T182919Z__eoCC0.036__CR0.974__ND0.000__512px_mask.png,long_beach,P4,20180414T182919Z
tianjin__P4__L1C__20180415T025539Z__eoCC0.000__CRNA__ND0.000__512px,tianjin__P4__L1C__20180415T025539Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/tianjin__P4__L1C__20180415T025539Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/tianjin__P4__L1C__20180415T025539Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,tianjin,P4,20180415T025539Z
mundra__P2__L1C__20180416T054639Z__eoCC29.611__CRNA__ND0.000__512px,mundra__P2__L1C__20180416T054639Z__eoCC29.611__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/mundra__P2__L1C__20180416T054639Z__eoCC29.611__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/mundra__P2__L1C__20180416T054639Z__eoCC29.611__CRNA__ND0.000__512px_mask.png,mundra,P2,20180416T054639Z
algeciras__P1__L1C__20180417T110651Z__eoCC0.044__CRNA__ND0.000__512px,algeciras__P1__L1C__20180417T110651Z__eoCC0.044__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/algeciras__P1__L1C__20180417T110651Z__eoCC0.044__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/algeciras__P1__L1C__20180417T110651Z__eoCC0.044__CRNA__ND0.000__512px_mask.png,algeciras,P1,20180417T110651Z
manila__P1__L1C__20180418T021601Z__eoCC24.520__CRNA__ND0.000__512px,manila__P1__L1C__20180418T021601Z__eoCC24.520__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/manila__P1__L1C__20180418T021601Z__eoCC24.520__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/manila__P1__L1C__20180418T021601Z__eoCC24.520__CRNA__ND0.000__512px_mask.png,manila,P1,20180418T021601Z
da_lian__P2__L1C__20180419T023549Z__eoCC0.000__CRNA__ND0.000__512px,da_lian__P2__L1C__20180419T023549Z__eoCC0.000__CRNA__ND0.000__512px,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/images/da_lian__P2__L1C__20180419T023549Z__eoCC0.000__CRNA__ND0.000__512px.png,/zhome/da/1/205333/bachelor_seg/Final_Segmentation_LA_Edit/masks/da_lian__P2__L1C__20180419T023549Z__eoCC0.000__CRNA__ND0.000__512px_mask.png,da_lian,P2,20180419T023549Z
